App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Current Ver
App_319,BUSINESS,1.5,142190,65M,"1,000+",Free,$0,Everyone,4.1
App_320,MEDICAL,2.8,412682,39M,"5,000,000+",Free,$0,Everyone,
App_321,GAME,2.4,168207,3M,"1,000+",Free,$0,Mature 17+,1.6
App_322,GAME,2.9,347245,68M,"50,000+",Paid,$15.85,Everyone 10+,
App_323,FAMILY,4.4,439040,59M,"5,000,000+",Free,$0,Everyone,4.2
App_324,PRODUCTIVITY,3.9,393615,64M,"100,000+",Free,$0,Mature 17+,2.8
App_325,BUSINESS,3.5,91659,57M,"5,000,000+",Paid,$6.93,Everyone 10+,4.6
App_326,TOOLS,2.0,409425,Varies with device,"1,000+",Paid,$8.41,Everyone,1.5
App_327,GAME,4.5,154702,Varies with device,"100,000+",Free,$0,Teen,3.5
App_328,PRODUCTIVITY,,339943,68M,"1,000+",Free,$0,Teen,3.6
App_329,TOOLS,3.4,22941,82M,"50,000+",Free,$0,Mature 17+,1.0
App_330,FAMILY,1.5,156999,82M,"50,000+",Free,$0,Everyone,4.6
App_331,TOOLS,3.1,210732,24M,"50,000+",Free,$0,Teen,3.5
App_332,BUSINESS,1.4,195701,99M,"50,000+",Free,$0,Teen,2.8
App_333,GAME,3.3,430189,2M,"5,000,000+",Free,$0,Everyone 10+,2.4
App_334,MEDICAL,4.8,387998,22M,"1,000,000+",Free,$0,Everyone,1.0
App_335,PRODUCTIVITY,2.0,253101,10M,"1,000,000+",Free,$0,Teen,4.5
App_336,FINANCE,,82299,50M,"100,000+",Free,$0,Everyone,4.3
App_337,PRODUCTIVITY,2.8,199580,17M,"100,000+",Free,$0,Teen,1.7
App_338,MEDICAL,4.5,325097,63M,"1,000+",Free,$0,Everyone,2.7
App_339,TOOLS,3.9,181571,16M,"50,000+",Free,$0,Everyone 10+,2.2
App_340,BUSINESS,3.2,372407,65M,"100,000+",Free,$0,Everyone 10+,1.8
App_341,PRODUCTIVITY,3.2,234874,97M,"5,000,000+",Free,$0,Mature 17+,2.5
App_342,FAMILY,3.1,431732,92M,"50,000+",Free,$0,Teen,2.8
App_343,PRODUCTIVITY,3.0,101958,88M,"1,000,000+",Free,$0,Everyone,2.5
App_344,FAMILY,4.7,275806,5M,"1,000+",Free,$0,Everyone,3.3
App_345,TOOLS,,12366,Varies with device,"1,000,000+",Free,$0,Mature 17+,1.4
App_346,PRODUCTIVITY,4.3,465058,46M,"5,000,000+",Free,$0,Teen,2.6
App_347,GAME,4.6,17423,35M,"1,000+",Free,$0,Teen,4.6
App_348,TOOLS,1.1,190930,37M,"5,000,000+",Free,$0,Mature 17+,3.0
App_349,MEDICAL,,479691,18M,"1,000+",Free,$0,Teen,2.2
App_350,FINANCE,3.5,483452,73M,"50,000+",Free,$0,Teen,3.5
App_351,MEDICAL,1.9,102821,9M,"1,000+",Free,$0,Everyone 10+,4.0
App_352,PRODUCTIVITY,2.6,187135,93M,"5,000,000+",Free,$0,Everyone,1.6
App_353,FAMILY,1.5,130851,7M,"50,000+",Free,$0,Everyone,2.0
App_354,TOOLS,,50950,29M,"5,000,000+",Free,$0,Teen,1.5
App_355,BUSINESS,4.0,384102,80M,"1,000+",Free,$0,Everyone 10+,3.2
App_356,TOOLS,4.5,5004,Varies with device,"1,000+",Free,$0,Everyone 10+,2.7
App_357,FINANCE,1.7,169841,92M,"1,000,000+",Free,$0,Everyone,1.5
App_358,MEDICAL,4.8,485107,83M,"100,000+",Free,$0,Mature 17+,3.3
App_359,TOOLS,1.2,392680,91M,"100,000+",Free,$0,Mature 17+,4.1
App_360,PRODUCTIVITY,,316473,Varies with device,"1,000+",Free,$0,Everyone,2.6
App_361,FAMILY,1.1,382172,29M,"100,000+",Free,$0,Everyone,2.0
App_362,MEDICAL,2.7,45923,86M,"50,000+",Free,$0,Everyone,2.7
App_363,TOOLS,3.4,272779,76M,"50,000+",Free,$0,Everyone 10+,2.1
App_364,FAMILY,4.3,373403,62M,"1,000+",Free,$0,Teen,1.0
App_365,FINANCE,1.8,261507,27M,"1,000,000+",Free,$0,Teen,3.3
App_366,MEDICAL,4.1,442371,76M,"1,000+",Free,$0,Everyone,2.5
App_367,PRODUCTIVITY,2.0,370190,46M,"50,000+",Free,$0,Everyone,3.7
App_368,MEDICAL,5.0,422127,Varies with device,"100,000+",Free,$0,Everyone,4.3
App_369,BUSINESS,4.0,104937,67M,"5,000,000+",Free,$0,Everyone 10+,
App_370,PRODUCTIVITY,4.8,469460,54M,"100,000+",Paid,$2.51,Everyone,2.7
App_371,FAMILY,2.2,327360,58M,"100,000+",Free,$0,Everyone,2.2
App_372,GAME,,71206,43M,"50,000+",Free,$0,Everyone 10+,4.2
App_373,MEDICAL,4.7,465600,63M,"100,000+",Free,$0,Everyone,4.5
App_374,GAME,4.8,418839,Varies with device,"100,000+",Free,$0,Everyone 10+,2.7
App_375,MEDICAL,3.5,298336,89M,"1,000+",Paid,$11.53,Everyone,4.0
App_376,MEDICAL,1.2,61179,93M,"50,000+",Paid,$15.79,Everyone 10+,3.7
App_377,FINANCE,4.6,498853,94M,"5,000,000+",Free,$0,Everyone,2.3
App_378,FINANCE,3.4,284593,20M,"5,000,000+",Free,$0,Teen,4.3
App_379,MEDICAL,3.6,215568,59M,"100,000+",Free,$0,Mature 17+,1.2
App_380,TOOLS,,115955,95M,"1,000+",Free,$0,Everyone 10+,2.3
App_381,BUSINESS,,5760,17M,"50,000+",Free,$0,Everyone 10+,2.1
App_382,MEDICAL,1.9,485661,Varies with device,"50,000+",Paid,$9.32,Mature 17+,2.8
App_383,BUSINESS,4.2,352375,93M,"1,000,000+",Free,$0,Mature 17+,1.3
App_384,PRODUCTIVITY,4.6,300379,88M,"50,000+",Free,$0,Everyone 10+,4.4
App_385,FINANCE,2.2,190369,60M,"1,000+",Free,$0,Everyone 10+,1.6
App_386,FAMILY,2.5,224031,48M,"50,000+",Free,$0,Mature 17+,2.6
App_387,MEDICAL,4.1,479281,91M,"5,000,000+",Free,$0,Mature 17+,4.5
App_388,TOOLS,1.5,151609,55M,"1,000,000+",Free,$0,Mature 17+,1.0
App_389,GAME,3.3,390146,14M,"1,000,000+",Free,$0,Mature 17+,4.5
App_390,MEDICAL,1.7,337639,3M,"5,000,000+",Free,$0,Mature 17+,1.5
App_391,MEDICAL,1.6,156887,10M,"100,000+",Free,$0,Mature 17+,3.4
App_392,FINANCE,1.1,354600,84M,"1,000,000+",Paid,$17.53,Teen,4.0
App_393,FINANCE,3.2,182230,Varies with device,"50,000+",Free,$0,Everyone 10+,
App_394,FINANCE,4.7,197752,39M,"5,000,000+",Free,$0,Everyone,3.1
App_395,FINANCE,3.4,197488,93M,"50,000+",Free,$0,Everyone,4.6
App_396,GAME,3.5,357586,95M,"5,000,000+",Paid,$1.65,Everyone,1.5
App_397,MEDICAL,1.1,275563,32M,"1,000,000+",Free,$0,Teen,4.7
App_398,TOOLS,2.5,232689,11M,"100,000+",Free,$0,Everyone,1.4
App_399,PRODUCTIVITY,4.7,176479,Varies with device,"5,000,000+",Free,$0,Everyone 10+,1.0
App_400,TOOLS,2.2,224414,63M,"100,000+",Free,$0,Everyone 10+,3.7
App_401,FINANCE,3.5,78126,68M,"50,000+",Free,$0,Mature 17+,4.0
App_402,GAME,2.7,202844,99M,"100,000+",Free,$0,Teen,4.0
App_403,MEDICAL,4.8,235899,27M,"1,000+",Free,$0,Mature 17+,4.6
App_404,FINANCE,4.7,267852,73M,"50,000+",Free,$0,Mature 17+,3.7
App_405,PRODUCTIVITY,,19748,Varies with device,"100,000+",Free,$0,Everyone,3.1
App_406,MEDICAL,4.6,121997,55M,"1,000+",Free,$0,Teen,2.4
App_407,GAME,4.3,13790,97M,"1,000,000+",Free,$0,Everyone 10+,2.3
App_408,MEDICAL,1.7,25474,70M,"1,000+",Paid,$5.13,Everyone 10+,2.4
App_409,BUSINESS,3.1,450761,10M,"1,000+",Free,$0,Mature 17+,1.4
App_410,FAMILY,2.9,243777,Varies with device,"5,000,000+",Free,$0,Everyone 10+,1.7
App_411,BUSINESS,4.5,170101,90M,"5,000,000+",Free,$0,Everyone 10+,1.5
App_412,BUSINESS,2.0,293571,34M,"1,000,000+",Paid,$10.94,Teen,3.0
App_413,GAME,3.8,165299,81M,"100,000+",Free,$0,Mature 17+,1.0
App_414,FINANCE,1.3,78682,45M,"100,000+",Free,$0,Everyone 10+,3.5
App_415,PRODUCTIVITY,2.8,271614,60M,"5,000,000+",Free,$0,Everyone,2.4
App_416,FAMILY,1.6,161225,4M,"1,000+",Free,$0,Teen,4.6
App_417,MEDICAL,4.8,148469,35M,"100,000+",Free,$0,Everyone 10+,4.7
App_418,PRODUCTIVITY,4.6,443451,32M,"1,000,000+",Free,$0,Teen,1.3
App_419,TOOLS,,96153,Varies with device,"5,000,000+",Free,$0,Mature 17+,3.2
App_420,FINANCE,4.9,59560,45M,"50,000+",Free,$0,Mature 17+,3.8
App_421,TOOLS,,27887,69M,"5,000,000+",Free,$0,Mature 17+,2.6
App_422,PRODUCTIVITY,,255937,4M,"5,000,000+",Free,$0,Mature 17+,3.7
App_423,FAMILY,2.2,189661,63M,"100,000+",Free,$0,Everyone 10+,4.3
App_424,GAME,2.4,312031,35M,"1,000+",Free,$0,Mature 17+,1.2
App_425,GAME,3.6,245994,73M,"50,000+",Free,$0,Everyone 10+,4.6
App_426,FINANCE,1.5,482561,25M,"50,000+",Free,$0,Everyone,2.6
App_427,MEDICAL,,419159,48M,"50,000+",Paid,$5.45,Everyone,1.6
App_428,MEDICAL,2.1,39179,42M,"50,000+",Paid,$1.74,Everyone,
App_429,TOOLS,,1891,57M,"1,000,000+",Free,$0,Everyone 10+,
App_430,BUSINESS,3.3,136959,59M,"100,000+",Free,$0,Everyone 10+,3.6
App_431,FINANCE,1.4,409750,17M,"5,000,000+",Free,$0,Mature 17+,1.3
App_432,BUSINESS,,490680,30M,"50,000+",Free,$0,Mature 17+,1.2
App_433,MEDICAL,3.1,483100,21M,"5,000,000+",Free,$0,Mature 17+,1.5
App_434,MEDICAL,2.6,41753,54M,"1,000,000+",Free,$0,Everyone 10+,1.5
App_435,PRODUCTIVITY,2.3,95608,19M,"1,000,000+",Free,$0,Everyone,4.3
App_436,FAMILY,1.6,154247,22M,"50,000+",Paid,$19.8,Everyone,2.6
App_437,BUSINESS,4.2,340140,61M,"100,000+",Free,$0,Mature 17+,4.1
App_438,FAMILY,3.3,475289,39M,"5,000,000+",Free,$0,Mature 17+,3.4
App_439,BUSINESS,3.1,189333,Varies with device,"1,000+",Free,$0,Mature 17+,4.4
App_440,FAMILY,3.4,179981,26M,"100,000+",Free,$0,Everyone 10+,3.2
App_441,FAMILY,4.8,352058,60M,"1,000,000+",Free,$0,Everyone,
App_442,FAMILY,1.9,369494,42M,"5,000,000+",Free,$0,Everyone,4.1
App_443,TOOLS,,356697,90M,"1,000+",Free,$0,Mature 17+,2.8
App_444,FAMILY,,200427,39M,"1,000,000+",Free,$0,Everyone 10+,4.5
App_445,TOOLS,4.2,244939,Varies with device,"1,000,000+",Free,$0,Mature 17+,4.4
App_446,FAMILY,4.4,190177,58M,"1,000,000+",Free,$0,Teen,4.5
App_447,FINANCE,5.0,53697,33M,"5,000,000+",Free,$0,Teen,3.4
App_448,BUSINESS,1.5,454384,Varies with device,"1,000,000+",Free,$0,Everyone,1.6
App_449,FINANCE,1.4,418482,44M,"50,000+",Free,$0,Everyone 10+,4.0
App_450,PRODUCTIVITY,2.4,372828,62M,"5,000,000+",Free,$0,Everyone 10+,1.5
App_451,MEDICAL,2.5,341942,91M,"1,000+",Free,$0,Everyone,3.6
App_452,MEDICAL,2.6,14399,99M,"1,000,000+",Free,$0,Everyone,1.0
App_453,GAME,4.4,69649,51M,"1,000+",Free,$0,Everyone 10+,4.3
App_454,PRODUCTIVITY,4.2,147708,91M,"5,000,000+",Free,$0,Everyone,
App_455,FINANCE,3.0,454495,72M,"1,000,000+",Free,$0,Teen,2.6
App_456,TOOLS,4.1,195009,Varies with device,"100,000+",Free,$0,Everyone 10+,3.5
App_457,FAMILY,3.8,492471,42M,"1,000,000+",Free,$0,Mature 17+,4.5
App_458,MEDICAL,3.6,453965,26M,"1,000,000+",Free,$0,Everyone,1.7
App_459,GAME,4.3,167487,4M,"100,000+",Free,$0,Everyone 10+,3.5
App_460,GAME,1.5,302629,57M,"50,000+",Free,$0,Everyone,4.2
App_461,FINANCE,1.4,18167,93M,"5,000,000+",Paid,$17.77,Everyone 10+,
App_462,TOOLS,2.8,172285,64M,"1,000+",Free,$0,Teen,1.8
App_463,FAMILY,3.4,307590,91M,"1,000,000+",Free,$0,Mature 17+,2.3
App_464,GAME,3.8,312589,94M,"50,000+",Free,$0,Everyone 10+,4.2
App_465,BUSINESS,1.3,234788,18M,"1,000,000+",Free,$0,Mature 17+,3.3
App_466,PRODUCTIVITY,,495929,48M,"1,000+",Free,$0,Teen,2.3
App_467,FAMILY,1.8,104710,58M,"50,000+",Free,$0,Everyone,4.7
App_468,FINANCE,2.7,139015,42M,"1,000+",Paid,$15.92,Teen,
App_469,GAME,1.1,26150,62M,"5,000,000+",Free,$0,Mature 17+,
App_470,BUSINESS,,411916,82M,"1,000,000+",Free,$0,Teen,3.3
App_471,TOOLS,2.4,432742,Varies with device,"50,000+",Free,$0,Teen,3.8
App_472,PRODUCTIVITY,4.8,421783,96M,"1,000,000+",Paid,$10.08,Teen,4.4
App_473,MEDICAL,2.1,339396,39M,"50,000+",Paid,$9.38,Everyone 10+,2.2
App_474,FINANCE,4.4,97638,8M,"50,000+",Paid,$10.6,Everyone,
App_475,MEDICAL,5.0,256018,77M,"5,000,000+",Paid,$2.85,Teen,2.7
App_476,GAME,1.2,206324,72M,"1,000+",Paid,$4.22,Everyone,2.8
App_477,BUSINESS,5.0,473080,25M,"50,000+",Free,$0,Everyone 10+,2.8
App_478,BUSINESS,2.6,86136,96M,"1,000,000+",Free,$0,Mature 17+,2.2
App_479,FAMILY,3.9,241081,45M,"5,000,000+",Free,$0,Mature 17+,3.1
App_480,FAMILY,1.4,331960,77M,"50,000+",Free,$0,Everyone 10+,3.6
App_481,PRODUCTIVITY,4.8,80438,65M,"100,000+",Free,$0,Teen,2.2
App_482,FAMILY,2.1,484036,28M,"100,000+",Paid,$4.43,Everyone,2.2
App_483,FINANCE,3.1,284991,Varies with device,"1,000,000+",Free,$0,Mature 17+,4.6
App_484,MEDICAL,2.7,28766,65M,"100,000+",Free,$0,Everyone 10+,4.1
App_485,MEDICAL,3.6,359024,45M,"1,000,000+",Free,$0,Everyone 10+,3.6
App_486,FAMILY,,232079,57M,"5,000,000+",Free,$0,Mature 17+,1.6
App_487,BUSINESS,2.7,241050,66M,"1,000+",Free,$0,Everyone,1.5
App_488,FINANCE,,476823,3M,"5,000,000+",Free,$0,Mature 17+,
App_489,GAME,1.5,312364,25M,"5,000,000+",Free,$0,Teen,1.1
App_490,PRODUCTIVITY,2.7,447001,73M,"1,000+",Free,$0,Everyone,4.7
App_491,MEDICAL,2.7,237622,70M,"1,000+",Paid,$2.66,Teen,1.3
App_492,FAMILY,2.6,423250,4M,"1,000+",Free,$0,Teen,4.2
App_493,GAME,2.8,66333,2M,"5,000,000+",Free,$0,Teen,1.8
App_494,TOOLS,,7543,Varies with device,"5,000,000+",Paid,$18.15,Teen,4.4
App_495,FAMILY,1.2,32976,56M,"1,000,000+",Free,$0,Mature 17+,1.6
App_496,PRODUCTIVITY,4.1,479232,31M,"50,000+",Free,$0,Everyone 10+,2.8
App_497,PRODUCTIVITY,3.5,159104,58M,"100,000+",Free,$0,Teen,1.2
App_498,FINANCE,2.1,99704,88M,"1,000+",Free,$0,Everyone,3.6
App_499,FINANCE,4.8,384528,Varies with device,"1,000+",Paid,$10.23,Mature 17+,2.3
App_500,TOOLS,2.2,238550,10M,"50,000+",Free,$0,Teen,3.5
App_1,MEDICAL,1.7,119889,83M,"100,000+",Free,$0,Everyone,4.2
App_2,FINANCE,,321889,38M,"50,000+",Free,$0,Everyone,2.5
App_3,PRODUCTIVITY,2.2,156740,92M,"1,000,000+",Free,$0,Teen,2.2
App_4,BUSINESS,3.4,273548,7M,"5,000,000+",Free,$0,Teen,4.1
App_5,FAMILY,1.4,124253,60M,"1,000,000+",Free,$0,Everyone 10+,1.3
App_6,FAMILY,2.2,208271,4M,"5,000,000+",Free,$0,Teen,2.3
App_7,FINANCE,2.3,40407,62M,"5,000,000+",Free,$0,Teen,4.8
App_8,BUSINESS,2.1,38054,65M,"1,000+",Free,$0,Mature 17+,4.7
App_9,MEDICAL,3.8,13996,5M,"50,000+",Free,$0,Everyone,1.7
App_10,BUSINESS,1.3,297376,37M,"100,000+",Free,$0,Teen,1.2
App_11,PRODUCTIVITY,4.4,214030,14M,"100,000+",Free,$0,Everyone 10+,4.2
App_12,MEDICAL,2.9,185350,94M,"5,000,000+",Free,$0,Everyone,1.3
App_13,PRODUCTIVITY,,337604,28M,"50,000+",Free,$0,Teen,2.3
App_14,FINANCE,2.3,75776,62M,"1,000+",Free,$0,Everyone 10+,4.8
App_15,TOOLS,,21969,62M,"5,000,000+",Free,$0,Teen,3.5
